accession	organism	gene_name	length	matches	kmer_size	score_percent	reference_start	target_start	description
XM_044011303.1	Drosophila mojavensis	LOC6580448	4109	28	50	56.0	625	3645	PREDICTED: Drosophila mojavensis sister chromatid cohesion protein PDS5 homolog B (LOC6580448), mRNA
XM_032730395.2	Drosophila mojavensis	LOC6580736	3369	28	50	56.0	975	2720	PREDICTED: Drosophila mojavensis mediator of RNA polymerase II transcription subunit 15 (LOC6580736), transcript variant X2, mRNA
XM_002006501.4	Drosophila mojavensis	LOC6580734	4287	28	50	56.0	75	485	PREDICTED: Drosophila mojavensis nucleolin 2 (LOC6580734), transcript variant X1, mRNA
XM_002006579.4	Drosophila mojavensis	LOC6580813	3564	28	50	56.0	1100	3135	PREDICTED: Drosophila mojavensis chromatin-remodeling complex ATPase chain Iswi (LOC6580813), mRNA
XM_044011299.1	Drosophila mojavensis	LOC6580803	7088	28	50	56.0	50	6360	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X10, mRNA
XM_044011298.1	Drosophila mojavensis	LOC6580803	7106	28	50	56.0	200	6765	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X9, mRNA
XM_015164422.3	Drosophila mojavensis	LOC6580803	7115	28	50	56.0	775	1185	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X8, mRNA
XM_002006688.4	Drosophila mojavensis	LOC6580927	3726	28	50	56.0	25	1715	PREDICTED: Drosophila mojavensis centrosomal protein of 131 kDa (LOC6580927), transcript variant X1, mRNA
XM_002006684.4	Drosophila mojavensis	LOC6580923	4922	28	50	56.0	1200	2325	PREDICTED: Drosophila mojavensis uncharacterized LOC6580923 (LOC6580923), mRNA
XM_002006284.4	Drosophila mojavensis	LOC6580482	4470	28	50	56.0	1200	1965	PREDICTED: Drosophila mojavensis hemicentin-1 (LOC6580482), mRNA
XM_034252224.2	Drosophila albomicans	LOC117570514	4372	28	50	56.0	75	4210	PREDICTED: Drosophila albomicans basic proline-rich protein (LOC117570514), transcript variant X2, mRNA
XM_034263593.2	Drosophila albomicans	LOC117578219	3447	28	50	56.0	350	335	PREDICTED: Drosophila albomicans dihydropyrimidine dehydrogenase [NADP(+)] (LOC117578219), mRNA
XM_052001920.1	Drosophila albomicans	LOC117577544	5350	28	50	56.0	1050	2400	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X9, mRNA
XM_052001918.1	Drosophila albomicans	LOC117577544	5312	28	50	56.0	150	1400	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X6, mRNA
XM_052001914.1	Drosophila albomicans	LOC117577544	6439	28	50	56.0	900	5680	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X2, mRNA
XM_034257608.2	Drosophila albomicans	LOC117573953	3299	28	50	56.0	1175	2445	PREDICTED: Drosophila albomicans serine/threonine-protein phosphatase beta isoform (LOC117573953), transcript variant X2, mRNA
XM_034261303.2	Drosophila albomicans	LOC117563205	4081	28	50	56.0	1175	3495	PREDICTED: Drosophila albomicans histone deacetylase 6 (LOC117563205), transcript variant X3, mRNA
XM_034245303.2	Drosophila albomicans	LOC117563205	4917	28	50	56.0	825	4615	PREDICTED: Drosophila albomicans histone deacetylase 6 (LOC117563205), transcript variant X1, mRNA
XM_034262925.2	Drosophila albomicans	LOC117577924	4581	28	50	56.0	1200	400	PREDICTED: Drosophila albomicans protein retinal degeneration B (LOC117577924), transcript variant X7, mRNA
XM_034262923.2	Drosophila albomicans	LOC117577924	4531	28	50	56.0	1200	400	PREDICTED: Drosophila albomicans protein retinal degeneration B (LOC117577924), transcript variant X4, mRNA
XM_034262920.2	Drosophila albomicans	LOC117577924	4570	28	50	56.0	1200	400	PREDICTED: Drosophila albomicans protein retinal degeneration B (LOC117577924), transcript variant X1, mRNA
XM_052001903.1	Drosophila albomicans	LOC117563644	6321	28	50	56.0	50	6005	PREDICTED: Drosophila albomicans phospholipid-transporting ATPase ABCA3 (LOC117563644), transcript variant X4, mRNA
XM_034256773.2	Drosophila albomicans	LOC117573384	4166	28	50	56.0	1075	2230	PREDICTED: Drosophila albomicans vinculin (LOC117573384), transcript variant X3, mRNA
XM_034256697.2	Drosophila albomicans	LOC117573384	4255	28	50	56.0	1075	3120	PREDICTED: Drosophila albomicans vinculin (LOC117573384), transcript variant X2, mRNA
XM_034255175.2	Drosophila albomicans	LOC117572395	3011	28	50	56.0	900	2665	PREDICTED: Drosophila albomicans pyridoxal-dependent decarboxylase domain-containing protein 1 (LOC117572395), mRNA
XM_034263227.2	Drosophila albomicans	LOC117578077	4561	28	50	56.0	1125	3180	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X7, mRNA
XM_052001897.1	Drosophila albomicans	LOC117578077	5296	28	50	56.0	1125	3915	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X6, mRNA
XM_052001896.1	Drosophila albomicans	LOC117578077	5341	28	50	56.0	1125	3960	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X5, mRNA
XM_034263225.2	Drosophila albomicans	LOC117578077	5803	28	50	56.0	1175	4430	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X4, mRNA
XM_052001894.1	Drosophila albomicans	LOC117578077	7783	28	50	56.0	75	4700	PREDICTED: Drosophila albomicans uncharacterized LOC117578077 (LOC117578077), transcript variant X2, mRNA
XM_034247384.2	Drosophila albomicans	LOC117567390	4334	28	50	56.0	1200	3005	PREDICTED: Drosophila albomicans cytospin-A (LOC117567390), transcript variant X1, mRNA
XM_034262744.2	Drosophila albomicans	LOC117577813	3045	28	50	56.0	975	190	PREDICTED: Drosophila albomicans protein lozenge (LOC117577813), transcript variant X1, mRNA
XM_034252797.2	Drosophila albomicans	LOC117570887	4755	28	50	56.0	450	4630	PREDICTED: Drosophila albomicans uncharacterized LOC117570887 (LOC117570887), transcript variant X2, mRNA
XM_034244193.2	Drosophila albomicans	LOC117565164	4957	28	50	56.0	75	4825	PREDICTED: Drosophila albomicans optomotor-blind protein (LOC117565164), transcript variant X5, mRNA
XM_034244151.2	Drosophila albomicans	LOC117565164	4969	28	50	56.0	200	4545	PREDICTED: Drosophila albomicans optomotor-blind protein (LOC117565164), transcript variant X1, mRNA
XM_034262648.2	Drosophila albomicans	LOC117577738	4317	28	50	56.0	375	1095	PREDICTED: Drosophila albomicans protein bric-a-brac 1 (LOC117577738), transcript variant X3, mRNA
XM_034262647.2	Drosophila albomicans	LOC117577738	4475	28	50	56.0	1200	1075	PREDICTED: Drosophila albomicans protein bric-a-brac 1 (LOC117577738), transcript variant X2, mRNA
XM_034262646.2	Drosophila albomicans	LOC117577738	4682	28	50	56.0	375	1460	PREDICTED: Drosophila albomicans protein bric-a-brac 1 (LOC117577738), transcript variant X1, mRNA
XM_052001885.1	Drosophila albomicans	LOC117578156	5976	28	50	56.0	700	815	PREDICTED: Drosophila albomicans clathrin heavy chain (LOC117578156), transcript variant X1, mRNA
XM_052001882.1	Drosophila albomicans	LOC117578212	5809	28	50	56.0	900	590	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X2, mRNA
XM_034263576.2	Drosophila albomicans	LOC117578212	7837	28	50	56.0	925	2425	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X1, mRNA
XM_034262682.2	Drosophila albomicans	LOC117577769	3180	28	50	56.0	75	2435	PREDICTED: Drosophila albomicans general vesicular transport factor p115 (LOC117577769), mRNA
XM_052001873.1	Drosophila albomicans	LOC127565017	6808	28	50	56.0	350	2830	PREDICTED: Drosophila albomicans polyhomeotic-proximal chromatin protein (LOC127565017), transcript variant X3, mRNA
XM_034263373.2	Drosophila albomicans	LOC117578154	3457	28	50	56.0	400	3380	PREDICTED: Drosophila albomicans protein ROP (LOC117578154), transcript variant X1, mRNA
XM_052001856.1	Drosophila albomicans	LOC117578028	5380	28	50	56.0	1200	800	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X8, mRNA
XM_052001854.1	Drosophila albomicans	LOC117578028	5531	28	50	56.0	1200	800	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X6, mRNA
XM_034263128.2	Drosophila albomicans	LOC117578028	5621	28	50	56.0	1200	800	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X1, mRNA
XM_052008825.1	Drosophila albomicans	LOC117570438	5469	28	50	56.0	225	635	PREDICTED: Drosophila albomicans putative uncharacterized protein DDB_G0291608 (LOC117570438), transcript variant X3, mRNA
XM_034252132.2	Drosophila albomicans	LOC117570438	5806	28	50	56.0	1200	240	PREDICTED: Drosophila albomicans putative uncharacterized protein DDB_G0291608 (LOC117570438), transcript variant X2, mRNA
XM_034257897.2	Drosophila albomicans	LOC117574120	3744	28	50	56.0	1175	1540	PREDICTED: Drosophila albomicans tyrosine-protein phosphatase non-receptor type 9 (LOC117574120), transcript variant X2, mRNA
XM_034263171.2	Drosophila albomicans	LOC117578049	5342	28	50	56.0	200	4875	PREDICTED: Drosophila albomicans neuroglian (LOC117578049), transcript variant X3, mRNA
XM_034263169.2	Drosophila albomicans	LOC117578049	4494	28	50	56.0	225	265	PREDICTED: Drosophila albomicans neuroglian (LOC117578049), transcript variant X2, mRNA
XM_034263168.2	Drosophila albomicans	LOC117578049	4430	28	50	56.0	225	265	PREDICTED: Drosophila albomicans neuroglian (LOC117578049), transcript variant X1, mRNA
XM_034257977.2	Drosophila albomicans	LOC117574245	4843	28	50	56.0	500	2975	PREDICTED: Drosophila albomicans neurogenic protein mastermind (LOC117574245), transcript variant X2, mRNA
XM_034258900.2	Drosophila albomicans	LOC117574698	6426	28	50	56.0	125	2105	PREDICTED: Drosophila albomicans adenylate cyclase type 9 (LOC117574698), transcript variant X5, mRNA
XM_034258813.2	Drosophila albomicans	LOC117574698	7056	28	50	56.0	125	2735	PREDICTED: Drosophila albomicans adenylate cyclase type 9 (LOC117574698), transcript variant X4, mRNA
XM_052008802.1	Drosophila albomicans	LOC117574698	7226	28	50	56.0	125	2905	PREDICTED: Drosophila albomicans adenylate cyclase type 9 (LOC117574698), transcript variant X3, mRNA
XM_034254149.2	Drosophila albomicans	LOC117570989	5393	28	50	56.0	75	5275	PREDICTED: Drosophila albomicans histone deacetylase 4 (LOC117570989), transcript variant X2, mRNA
XM_034253328.2	Drosophila albomicans	LOC117570989	5423	28	50	56.0	75	5305	PREDICTED: Drosophila albomicans histone deacetylase 4 (LOC117570989), transcript variant X1, mRNA
XM_034263736.2	Drosophila albomicans	LOC117578295	4566	28	50	56.0	375	3275	PREDICTED: Drosophila albomicans probable ATP-dependent RNA helicase CG8611 (LOC117578295), mRNA
XM_034260563.2	Drosophila albomicans	LOC117576037	3030	28	50	56.0	550	2610	PREDICTED: Drosophila albomicans katanin p80 WD40 repeat-containing subunit B1 (LOC117576037), mRNA
XM_034252753.2	Drosophila albomicans	LOC117570863	3248	28	50	56.0	50	715	PREDICTED: Drosophila albomicans monocarboxylate transporter 12 (LOC117570863), mRNA
XM_026983631.1	Drosophila erecta	LOC6548878	5649	28	50	56.0	0	2615	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X3, mRNA
XM_026983630.1	Drosophila erecta	LOC6548878	5634	28	50	56.0	0	2600	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X2, mRNA
XM_026983628.1	Drosophila erecta	LOC6548880	4367	28	50	56.0	575	4175	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X9, mRNA
XM_026983625.1	Drosophila erecta	LOC6548880	4206	28	50	56.0	200	475	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X6, mRNA
XM_026983624.1	Drosophila erecta	LOC6548880	4456	28	50	56.0	200	725	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X5, mRNA
XM_026983622.1	Drosophila erecta	LOC6548880	4622	28	50	56.0	575	4430	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X3, mRNA
XM_026983621.1	Drosophila erecta	LOC6548880	4237	28	50	56.0	575	4045	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X2, mRNA
XM_026983593.1	Drosophila erecta	LOC6555997	3942	28	50	56.0	600	95	PREDICTED: Drosophila erecta alpha-2-macroglobulin-like protein 1 (LOC6555997), partial mRNA
XM_026983552.1	Drosophila erecta	LOC6542086	3460	28	50	56.0	900	2080	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X7, mRNA
XM_001970827.3	Drosophila erecta	LOC6541903	3038	28	50	56.0	200	2535	PREDICTED: Drosophila erecta probable basic-leucine zipper transcription factor G (LOC6541903), transcript variant X2, mRNA
XM_026983507.1	Drosophila erecta	LOC26527103	5284	28	50	56.0	400	2570	PREDICTED: Drosophila erecta histone-lysine N-methyltransferase SETD1 (LOC26527103), transcript variant X3, mRNA
XM_001982721.3	Drosophila erecta	LOC6555880	6837	28	50	56.0	225	6705	PREDICTED: Drosophila erecta plexin-B (LOC6555880), transcript variant X1, mRNA
XM_015153205.2	Drosophila erecta	LOC6555851	5829	28	50	56.0	1175	1995	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X7, mRNA
XM_026983488.1	Drosophila erecta	LOC6555851	5391	28	50	56.0	725	2185	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X6, mRNA
XM_001982678.3	Drosophila erecta	LOC6555851	5598	28	50	56.0	700	4485	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X2, mRNA
XM_026983484.1	Drosophila erecta	LOC6555851	5838	28	50	56.0	700	4725	PREDICTED: Drosophila erecta protein Gawky (LOC6555851), transcript variant X1, mRNA
XM_026983474.1	Drosophila erecta	LOC6555888	3710	28	50	56.0	200	245	PREDICTED: Drosophila erecta inhibin beta chain (LOC6555888), transcript variant X6, mRNA
XM_026983470.1	Drosophila erecta	LOC6555888	3770	28	50	56.0	200	245	PREDICTED: Drosophila erecta inhibin beta chain (LOC6555888), transcript variant X1, mRNA
XM_026983427.1	Drosophila erecta	LOC6555865	3301	28	50	56.0	375	1785	PREDICTED: Drosophila erecta uncharacterized LOC6555865 (LOC6555865), transcript variant X1, mRNA
XM_026983411.1	Drosophila erecta	LOC6555877	3008	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X16, mRNA
XM_026983410.1	Drosophila erecta	LOC6555877	3889	28	50	56.0	1200	1405	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X13, mRNA
XM_026983408.1	Drosophila erecta	LOC6555877	4027	28	50	56.0	225	3890	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X12, mRNA
XM_026983406.1	Drosophila erecta	LOC6555877	4034	28	50	56.0	1200	1550	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X10, mRNA
XM_026983405.1	Drosophila erecta	LOC6555877	4172	28	50	56.0	225	4035	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X9, mRNA
XM_026983403.1	Drosophila erecta	LOC6555877	3204	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X6, mRNA
XM_026983402.1	Drosophila erecta	LOC6555877	3440	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X5, mRNA
XM_026983401.1	Drosophila erecta	LOC6555877	4013	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X3, mRNA
XM_026983400.1	Drosophila erecta	LOC6555877	5657	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X2, mRNA
XM_015153150.2	Drosophila erecta	LOC6555877	5669	28	50	56.0	225	135	PREDICTED: Drosophila erecta protein pangolin, isoforms A/H/I/S (LOC6555877), transcript variant X1, mRNA
XM_001982690.3	Drosophila erecta	LOC6555809	5666	28	50	56.0	200	5305	PREDICTED: Drosophila erecta tau-tubulin kinase homolog Asator (LOC6555809), transcript variant X1, mRNA
XM_026983384.1	Drosophila erecta	LOC6555831	6550	28	50	56.0	1225	5380	PREDICTED: Drosophila erecta plexin-A2 (LOC6555831), transcript variant X3, mRNA
XM_001982722.3	Drosophila erecta	LOC6555881	3195	28	50	56.0	900	1965	PREDICTED: Drosophila erecta sodium/potassium-transporting ATPase subunit alpha (LOC6555881), mRNA
XM_026983364.1	Drosophila erecta	LOC6555816	3855	28	50	56.0	625	600	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X10, mRNA
XM_026983359.1	Drosophila erecta	LOC6555816	4705	28	50	56.0	175	4290	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X5, mRNA
XM_026983358.1	Drosophila erecta	LOC6555816	4773	28	50	56.0	200	4090	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X4, mRNA
XM_026983357.1	Drosophila erecta	LOC6555816	4720	28	50	56.0	175	4305	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X3, mRNA
XM_015153222.2	Drosophila erecta	LOC6555816	4783	28	50	56.0	200	4100	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X2, mRNA
XM_026983349.1	Drosophila erecta	LOC6555815	5473	28	50	56.0	200	1175	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X2, mRNA
XM_026983348.1	Drosophila erecta	LOC6555815	5333	28	50	56.0	200	1035	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X1, mRNA
XM_039376472.2	Drosophila yakuba	LOC6524725	4897	28	50	56.0	925	1660	PREDICTED: Drosophila yakuba zwei Ig domain protein zig-8 (LOC6524725), transcript variant X5, mRNA
XM_015190364.3	Drosophila yakuba	LOC6524725	5019	28	50	56.0	50	4025	PREDICTED: Drosophila yakuba zwei Ig domain protein zig-8 (LOC6524725), transcript variant X4, mRNA
XM_015190362.3	Drosophila yakuba	LOC6524725	5118	28	50	56.0	75	3620	PREDICTED: Drosophila yakuba zwei Ig domain protein zig-8 (LOC6524725), transcript variant X3, mRNA
XM_015190363.3	Drosophila yakuba	LOC6524725	4993	28	50	56.0	75	3495	PREDICTED: Drosophila yakuba zwei Ig domain protein zig-8 (LOC6524725), transcript variant X2, mRNA
XM_039372680.2	Drosophila yakuba	LOC6525054	5408	28	50	56.0	900	1890	PREDICTED: Drosophila yakuba uncharacterized LOC6525054 (LOC6525054), transcript variant X10, mRNA
XM_002099797.4	Drosophila yakuba	LOC6523961	3573	28	50	56.0	1200	2005	PREDICTED: Drosophila yakuba protein MMS22-like (LOC6523961), mRNA
