accession	organism	gene_name	length	matches	comparison_length	score_percent	description
XM_002100450.4	Drosophila yakuba	LOC6524629	4279	769	3070	25.0489	PREDICTED: Drosophila yakuba protein-tyrosine sulfotransferase (LOC6524629), transcript variant X1, mRNA
XM_020960981.1	Drosophila serrata	LOC110190472	3935	769	3070	25.0489	PREDICTED: Drosophila serrata transcription initiation factor TFIID subunit 4 (LOC110190472), mRNA
XM_020960943.1	Drosophila serrata	LOC110190442	4698	769	3070	25.0489	PREDICTED: Drosophila serrata anion exchange protein 3 (LOC110190442), transcript variant X6, mRNA
XM_030390408.1	Drosophila navojoa	LOC108649748	3357	769	3070	25.0489	PREDICTED: Drosophila navojoa protein distal antenna (LOC108649748), mRNA
XM_030390297.1	Drosophila navojoa	LOC115565240	3087	769	3070	25.0489	PREDICTED: Drosophila navojoa neurofilament heavy polypeptide-like (LOC115565240), partial mRNA
XM_030390076.1	Drosophila navojoa	LOC115565091	5701	769	3070	25.0489	PREDICTED: Drosophila navojoa uncharacterized LOC115565091 (LOC115565091), mRNA
XM_018107183.2	Drosophila navojoa	LOC108655464	3935	769	3070	25.0489	PREDICTED: Drosophila navojoa probable phospholipid-transporting ATPase IF (LOC108655464), mRNA
XM_018099774.2	Drosophila navojoa	LOC108650581	6633	769	3070	25.0489	PREDICTED: Drosophila navojoa uncharacterized LOC108650581 (LOC108650581), mRNA
XM_026994501.1	Drosophila persimilis	LOC6594046	3524	769	3070	25.0489	PREDICTED: Drosophila persimilis zinc finger protein squeeze (LOC6594046), transcript variant X1, mRNA
XM_002071932.4	Drosophila willistoni	LOC6649837	3051	764	3051	25.041	PREDICTED: Drosophila willistoni endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (LOC6649837), mRNA
XM_030390271.1	Drosophila navojoa	LOC108650544	3050	763	3050	25.0164	PREDICTED: Drosophila navojoa echinoderm microtubule-associated protein-like CG42247 (LOC108650544), mRNA
NM_001414088.1	Drosophila melanogaster	Tlk	5890	768	3070	25.0163	Drosophila melanogaster Tousled-like kinase (Tlk), transcript variant P, mRNA
NM_001382078.1	Drosophila melanogaster	Tlk	5890	768	3070	25.0163	Drosophila melanogaster Tousled-like kinase (Tlk), transcript variant O, mRNA
XM_039296301.2	Drosophila simulans	LOC6725052	3457	768	3070	25.0163	PREDICTED: Drosophila simulans uncharacterized LOC6725052 (LOC6725052), mRNA
XM_032726685.1	Drosophila sechellia	LOC6615873	5418	768	3070	25.0163	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X5, mRNA
XM_044717591.1	Drosophila ananassae	LOC123257705	3884	768	3070	25.0163	PREDICTED: Drosophila ananassae uncharacterized LOC123257705 (LOC123257705), transcript variant X1, mRNA
XM_001965689.4	Drosophila ananassae	LOC6504964	6951	768	3070	25.0163	PREDICTED: Drosophila ananassae DENN domain-containing protein Crag (LOC6504964), transcript variant X1, mRNA
XM_033385578.1	Drosophila pseudoobscura	TrpA1	4080	768	3070	25.0163	PREDICTED: Drosophila pseudoobscura Transient receptor potential cation channel A1 (TrpA1), transcript variant X4, mRNA
XM_001355212.4	Drosophila pseudoobscura	pigs	3459	768	3070	25.0163	PREDICTED: Drosophila pseudoobscura pickled eggs (pigs), transcript variant X4, mRNA
XM_023179658.2	Drosophila willistoni	LOC6649729	3845	768	3070	25.0163	PREDICTED: Drosophila willistoni box A-binding factor (LOC6649729), transcript variant X2, mRNA
XM_002071997.4	Drosophila willistoni	LOC6649704	3095	768	3070	25.0163	PREDICTED: Drosophila willistoni bestrophin-2 (LOC6649704), transcript variant X4, mRNA
XM_001991530.3	Drosophila grimshawi	LOC6564669	3122	768	3070	25.0163	PREDICTED: Drosophila grimshawi uncharacterized LOC6564669 (LOC6564669), transcript variant X2, mRNA
XM_032738343.2	Drosophila grimshawi	LOC6565046	3560	768	3070	25.0163	PREDICTED: Drosophila grimshawi cytosolic carboxypeptidase Nna1 (LOC6565046), transcript variant X6, mRNA
XM_033394315.1	Drosophila miranda	LOC108164386	4907	768	3070	25.0163	PREDICTED: Drosophila miranda calcium-dependent secretion activator (LOC108164386), transcript variant X5, mRNA
XM_032730733.2	Drosophila mojavensis	LOC6580910	4910	768	3070	25.0163	PREDICTED: Drosophila mojavensis uncharacterized LOC6580910 (LOC6580910), transcript variant X5, mRNA
XM_034244184.2	Drosophila albomicans	LOC117565164	4961	768	3070	25.0163	PREDICTED: Drosophila albomicans optomotor-blind protein (LOC117565164), transcript variant X3, mRNA
XM_026983505.1	Drosophila erecta	LOC26527103	5467	768	3070	25.0163	PREDICTED: Drosophila erecta histone-lysine N-methyltransferase SETD1 (LOC26527103), transcript variant X1, mRNA
XM_015190960.3	Drosophila yakuba	LOC6525727	4431	768	3070	25.0163	PREDICTED: Drosophila yakuba serine/threonine-protein kinase minibrain (LOC6525727), transcript variant X1, mRNA
XM_002100957.4	Drosophila yakuba	LOC6525155	6677	768	3070	25.0163	PREDICTED: Drosophila yakuba protein ELYS homolog (LOC6525155), mRNA
XM_020961383.1	Drosophila serrata	LOC110190755	3294	768	3070	25.0163	PREDICTED: Drosophila serrata protein LSM14 homolog B (LOC110190755), transcript variant X6, mRNA
XM_030390178.1	Drosophila navojoa	LOC115565170	5709	768	3070	25.0163	PREDICTED: Drosophila navojoa microtubule-associated protein futsch-like (LOC115565170), partial mRNA
XM_026994578.1	Drosophila persimilis	LOC6594042	4867	768	3070	25.0163	PREDICTED: Drosophila persimilis furin-like protease 1, isoforms 1/1-X/2 (LOC6594042), transcript variant X3, mRNA
XM_002019945.2	Drosophila persimilis	LOC6594258	3748	768	3070	25.0163	PREDICTED: Drosophila persimilis protein CREBRF homolog (LOC6594258), transcript variant X1, mRNA
XM_002019925.2	Drosophila persimilis	LOC6594490	4253	768	3070	25.0163	PREDICTED: Drosophila persimilis indole-3-acetaldehyde oxidase (LOC6594490), mRNA
XM_017300280.2	Drosophila miranda	LOC108164502	3029	757	3029	24.9917	PREDICTED: Drosophila miranda paired box protein Pax-2a (LOC108164502), transcript variant X4, mRNA
XM_034284679.1	Drosophila guanche	LOC117591422	3017	754	3017	24.9917	PREDICTED: Drosophila guanche uncharacterized LOC117591422 (LOC117591422), transcript variant X2, mRNA
XM_039298160.2	Drosophila simulans	LOC6740388	4730	767	3070	24.9837	PREDICTED: Drosophila simulans poly(A) RNA polymerase gld-2 homolog B (LOC6740388), transcript variant X2, mRNA
XM_039298109.2	Drosophila simulans	LOC6725959	4876	767	3070	24.9837	PREDICTED: Drosophila simulans Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6725959), transcript variant X15, mRNA
XM_039298107.2	Drosophila simulans	LOC6725959	5224	767	3070	24.9837	PREDICTED: Drosophila simulans Ca(2+)/calmodulin-responsive adenylate cyclase (LOC6725959), transcript variant X13, mRNA
XM_016172395.3	Drosophila simulans	LOC6726342	3205	767	3070	24.9837	PREDICTED: Drosophila simulans coatomer subunit beta (LOC6726342), mRNA
XM_032455998.2	Drosophila ananassae	LOC6502484	7218	767	3070	24.9837	PREDICTED: Drosophila ananassae BTB/POZ domain-containing protein 7 (LOC6502484), transcript variant X1, mRNA
XM_032451916.2	Drosophila ananassae	LOC6505236	3387	767	3070	24.9837	PREDICTED: Drosophila ananassae protein ovarian tumor locus (LOC6505236), transcript variant X1, mRNA
XM_002072357.4	Drosophila willistoni	LOC6649569	3110	767	3070	24.9837	PREDICTED: Drosophila willistoni uncharacterized LOC6649569 (LOC6649569), mRNA
XM_023179636.2	Drosophila willistoni	LOC6649834	3329	767	3070	24.9837	PREDICTED: Drosophila willistoni RUN and FYVE domain-containing protein 2 (LOC6649834), transcript variant X2, mRNA
XM_032440683.2	Drosophila virilis	Klp10A	3335	767	3070	24.9837	PREDICTED: Drosophila virilis kinesin-like protein 10A (Klp10A), transcript variant X3, mRNA
XM_032439688.2	Drosophila virilis	Cht6	7435	767	3070	24.9837	PREDICTED: Drosophila virilis Chitinase 6 (Cht6), transcript variant X2, mRNA
XM_070211364.1	Drosophila virilis	IntS6	5833	767	3070	24.9837	PREDICTED: Drosophila virilis integrator complex subunit 6 (IntS6), transcript variant X1, mRNA
XM_043216219.1	Drosophila grimshawi	LOC6564793	5636	767	3070	24.9837	PREDICTED: Drosophila grimshawi mucin-5AC (LOC6564793), mRNA
XM_033394296.1	Drosophila miranda	LOC108164473	4289	767	3070	24.9837	PREDICTED: Drosophila miranda RNA-binding protein MEX3B (LOC108164473), transcript variant X2, mRNA
XM_033394295.1	Drosophila miranda	LOC108164473	4292	767	3070	24.9837	PREDICTED: Drosophila miranda RNA-binding protein MEX3B (LOC108164473), transcript variant X1, mRNA
XM_015164659.3	Drosophila mojavensis	LOC6581183	4118	767	3070	24.9837	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X7, mRNA
XM_015164661.3	Drosophila mojavensis	LOC6581183	4133	767	3070	24.9837	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X6, mRNA
XM_044011348.1	Drosophila mojavensis	LOC6581183	4745	767	3070	24.9837	PREDICTED: Drosophila mojavensis EH domain-binding protein 1 (LOC6581183), transcript variant X3, mRNA
XM_015164532.3	Drosophila mojavensis	LOC6580910	4944	767	3070	24.9837	PREDICTED: Drosophila mojavensis uncharacterized LOC6580910 (LOC6580910), transcript variant X4, mRNA
XM_002006240.4	Drosophila mojavensis	LOC6580438	4356	767	3070	24.9837	PREDICTED: Drosophila mojavensis polycomb protein Pcl (LOC6580438), mRNA
XM_052001904.1	Drosophila albomicans	LOC117568172	4063	767	3070	24.9837	PREDICTED: Drosophila albomicans extracellular signal-regulated kinase 7 (LOC117568172), transcript variant X2, mRNA
XM_052001861.1	Drosophila albomicans	LOC117577815	4197	767	3070	24.9837	PREDICTED: Drosophila albomicans zinc finger CCCH domain-containing protein 18 (LOC117577815), transcript variant X2, mRNA
XM_052001854.1	Drosophila albomicans	LOC117578028	5531	767	3070	24.9837	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X6, mRNA
XM_001973920.3	Drosophila erecta	LOC6548592	4881	767	3070	24.9837	PREDICTED: Drosophila erecta protein tiptop (LOC6548592), mRNA
XM_026983549.1	Drosophila erecta	LOC6542086	3562	767	3070	24.9837	PREDICTED: Drosophila erecta UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (LOC6542086), transcript variant X4, mRNA
XM_001982666.3	Drosophila erecta	LOC6555836	5596	767	3070	24.9837	PREDICTED: Drosophila erecta eukaryotic translation initiation factor 4 gamma 1 (LOC6555836), transcript variant X1, mRNA
XM_015153190.2	Drosophila erecta	LOC6555827	3659	767	3070	24.9837	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X12, mRNA
XM_026983350.1	Drosophila erecta	LOC6555815	5427	767	3070	24.9837	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X3, mRNA
XM_043206758.1	Drosophila yakuba	LOC6524124	3939	767	3070	24.9837	PREDICTED: Drosophila yakuba RNA-binding protein 25 (LOC6524124), transcript variant X1, mRNA
XM_039370199.2	Drosophila yakuba	LOC6524916	7487	767	3070	24.9837	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X18, mRNA
XM_015190471.3	Drosophila yakuba	LOC6524916	5522	767	3070	24.9837	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X13, mRNA
XM_015190470.3	Drosophila yakuba	LOC6524916	7655	767	3070	24.9837	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X10, mRNA
XM_015190468.3	Drosophila yakuba	LOC6524916	7712	767	3070	24.9837	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X8, mRNA
XM_034284694.1	Drosophila guanche	LOC117591431	3249	767	3070	24.9837	PREDICTED: Drosophila guanche ecotropic viral integration site 5 ortholog (LOC117591431), transcript variant X3, mRNA
XM_034284692.1	Drosophila guanche	LOC117591431	6090	767	3070	24.9837	PREDICTED: Drosophila guanche ecotropic viral integration site 5 ortholog (LOC117591431), transcript variant X1, mRNA
XM_001991624.3	Drosophila grimshawi	LOC6565369	3034	758	3034	24.9835	PREDICTED: Drosophila grimshawi putative ATP-dependent RNA helicase SoYb (LOC6565369), transcript variant X2, mRNA
NM_001414099.1	Drosophila melanogaster	CG42613	4954	766	3070	24.9511	Drosophila melanogaster uncharacterized protein, transcript variant I (CG42613), mRNA
NM_001382145.1	Drosophila melanogaster	CG46429	3097	766	3070	24.9511	Drosophila melanogaster uncharacterized protein (CG46429), mRNA
XM_039298052.2	Drosophila simulans	LOC27209395	5954	766	3070	24.9511	PREDICTED: Drosophila simulans double-stranded RNA-specific editase Adar (LOC27209395), transcript variant X6, mRNA
XM_039297463.2	Drosophila simulans	LOC6726128	4436	766	3070	24.9511	PREDICTED: Drosophila simulans high mobility group protein DSP1 (LOC6726128), transcript variant X6, mRNA
XM_032726720.1	Drosophila sechellia	LOC6616227	5582	766	3070	24.9511	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X7, mRNA
XM_032726686.1	Drosophila sechellia	LOC6615873	5418	766	3070	24.9511	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X6, mRNA
XM_001967019.4	Drosophila ananassae	LOC6504517	6279	766	3070	24.9511	PREDICTED: Drosophila ananassae phospholipid-transporting ATPase ABCA3 (LOC6504517), transcript variant X3, mRNA
XM_032452463.2	Drosophila ananassae	LOC6501950	4941	766	3070	24.9511	PREDICTED: Drosophila ananassae nostrin (LOC6501950), transcript variant X1, mRNA
XM_032452453.2	Drosophila ananassae	LOC6501948	4363	766	3070	24.9511	PREDICTED: Drosophila ananassae eye-specific diacylglycerol kinase (LOC6501948), transcript variant X12, mRNA
XM_032451918.2	Drosophila ananassae	LOC6505034	3735	766	3070	24.9511	PREDICTED: Drosophila ananassae solute carrier family 41 member 2 (LOC6505034), transcript variant X3, mRNA
XM_033385598.1	Drosophila pseudoobscura	LOC26533390	3456	766	3070	24.9511	PREDICTED: Drosophila pseudoobscura bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (LOC26533390), transcript variant X2, mRNA
XM_033385569.1	Drosophila pseudoobscura	Wnk	7467	766	3070	24.9511	PREDICTED: Drosophila pseudoobscura Wnk kinase (Wnk), transcript variant X6, mRNA
XM_033385432.1	Drosophila pseudoobscura	nwk	4279	766	3070	24.9511	PREDICTED: Drosophila pseudoobscura nervous wreck (nwk), transcript variant X10, mRNA
XM_002072261.4	Drosophila willistoni	LOC6649634	3894	766	3070	24.9511	PREDICTED: Drosophila willistoni DNA damage-binding protein 1 (LOC6649634), mRNA
XM_002072113.4	Drosophila willistoni	LOC6649616	3781	766	3070	24.9511	PREDICTED: Drosophila willistoni glutamate receptor ionotropic, kainate 2 (LOC6649616), mRNA
XM_002072014.4	Drosophila willistoni	LOC6649576	3153	766	3070	24.9511	PREDICTED: Drosophila willistoni 116 kDa U5 small nuclear ribonucleoprotein component (LOC6649576), mRNA
XM_015177047.3	Drosophila willistoni	LOC6649704	3141	766	3070	24.9511	PREDICTED: Drosophila willistoni bestrophin-2 (LOC6649704), transcript variant X3, mRNA
XM_002058206.4	Drosophila virilis	UbcE2H	3569	766	3070	24.9511	PREDICTED: Drosophila virilis ubiquitin conjugating enzyme E2H (UbcE2H), transcript variant X2, mRNA
XM_015169522.3	Drosophila virilis	UbcE2H	3719	766	3070	24.9511	PREDICTED: Drosophila virilis ubiquitin conjugating enzyme E2H (UbcE2H), transcript variant X1, mRNA
XM_032440771.2	Drosophila virilis	raskol	6745	766	3070	24.9511	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X10, mRNA
XM_070206608.1	Drosophila virilis	Hers	5464	766	3070	24.9511	PREDICTED: Drosophila virilis Histone gene-specific Epigenetic Repressor in late S phase (Hers), transcript variant X5, mRNA
XM_032739051.2	Drosophila grimshawi	LOC6565597	4154	766	3070	24.9511	PREDICTED: Drosophila grimshawi 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase (LOC6565597), transcript variant X2, mRNA
XM_032738340.2	Drosophila grimshawi	LOC6565046	3805	766	3070	24.9511	PREDICTED: Drosophila grimshawi cytosolic carboxypeptidase Nna1 (LOC6565046), transcript variant X2, mRNA
XM_017300178.2	Drosophila miranda	LOC108164456	3200	766	3070	24.9511	PREDICTED: Drosophila miranda calcium/calmodulin-dependent protein kinase type II alpha chain (LOC108164456), transcript variant X5, mRNA
XM_017300078.2	Drosophila miranda	LOC108164411	4738	766	3070	24.9511	PREDICTED: Drosophila miranda ephrin type-B receptor 1-B (LOC108164411), transcript variant X2, mRNA
XM_033394331.1	Drosophila miranda	LOC117189225	7554	766	3070	24.9511	PREDICTED: Drosophila miranda dynein heavy chain 2, axonemal (LOC117189225), transcript variant X3, mRNA
XM_033394322.1	Drosophila miranda	LOC108164387	5025	766	3070	24.9511	PREDICTED: Drosophila miranda putative dual specificity tyrosine-phosphorylation-regulated kinase 3 homolog (LOC108164387), transcript variant X2, mRNA
XM_017300243.2	Drosophila miranda	LOC108164487	3802	766	3070	24.9511	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X1, mRNA
XM_033394284.1	Drosophila miranda	LOC108164478	4048	766	3070	24.9511	PREDICTED: Drosophila miranda rho GTPase-activating protein 6 (LOC108164478), transcript variant X4, mRNA
XM_033394263.1	Drosophila miranda	LOC108164445	6581	766	3070	24.9511	PREDICTED: Drosophila miranda zinc finger protein 646 (LOC108164445), transcript variant X14, mRNA
XM_033394262.1	Drosophila miranda	LOC108164445	6602	766	3070	24.9511	PREDICTED: Drosophila miranda zinc finger protein 646 (LOC108164445), transcript variant X13, mRNA
XM_034263662.2	Drosophila albomicans	LOC117578243	6580	766	3070	24.9511	PREDICTED: Drosophila albomicans nascent polypeptide-associated complex subunit alpha, muscle-specific form (LOC117578243), mRNA
XM_034263504.2	Drosophila albomicans	LOC117578187	3537	766	3070	24.9511	PREDICTED: Drosophila albomicans protein phosphatase 1H (LOC117578187), mRNA
XM_015153185.2	Drosophila erecta	LOC6555827	3538	766	3070	24.9511	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X16, mRNA
XM_015153222.2	Drosophila erecta	LOC6555816	4783	766	3070	24.9511	PREDICTED: Drosophila erecta plasma membrane calcium-transporting ATPase 3 (LOC6555816), transcript variant X2, mRNA
